voter,position,book,author,top100
"Moss, Sarah",7,Mrs Dalloway,"Woolf, Virginia",TRUE
"Rustin, Susanna",1,Mrs Dalloway,"Woolf, Virginia",TRUE
"Thirlwell, Adam",5,Orlando,"Woolf, Virginia",TRUE
"Shafak, Elif",5,Orlando,"Woolf, Virginia",TRUE
"Viner, Katharine",4,Orlando,"Woolf, Virginia",TRUE
"Hughes, Kathryn",5,Orlando,"Woolf, Virginia",TRUE
"Chabon, Michael",2,Orlando,"Woolf, Virginia",TRUE
"Harris, Alexandra",2,The Waves,"Woolf, Virginia",TRUE
"Obioma, Chigozie",5,The Waves,"Woolf, Virginia",TRUE
"Gunaratne, Guy",3,The Waves,"Woolf, Virginia",TRUE
"Rose, Jacqueline",6,The Waves,"Woolf, Virginia",TRUE
"Cook, Jude",6,The Waves,"Woolf, Virginia",TRUE
"Clark, Alex",9,To the Lighthouse,"Woolf, Virginia",TRUE
"Harris, Alexandra",1,To the Lighthouse,"Woolf, Virginia",TRUE
"Solomon, Andrew",1,To the Lighthouse,"Woolf, Virginia",TRUE
"Markovits, Ben",9,To the Lighthouse,"Woolf, Virginia",TRUE
"Taylor, Catherine",5,To the Lighthouse,"Woolf, Virginia",TRUE
"Northedge, Charlotte",3,To the Lighthouse,"Woolf, Virginia",TRUE
"Power, Chris",7,To the Lighthouse,"Woolf, Virginia",TRUE
"Tóibín, Colm",7,To the Lighthouse,"Woolf, Virginia",TRUE
"Nicholls, David",6,To the Lighthouse,"Woolf, Virginia",TRUE
"Ní Ghríofa, Doireann",4,To the Lighthouse,"Woolf, Virginia",TRUE
"McBride, Eimear",7,To the Lighthouse,"Woolf, Virginia",TRUE
"Creamer, Ella",1,To the Lighthouse,"Woolf, Virginia",TRUE
"Sampson, Fiona",5,To the Lighthouse,"Woolf, Virginia",TRUE
"Lee, Hermione",2,To the Lighthouse,"Woolf, Virginia",TRUE
"Edwards, Jack",8,To the Lighthouse,"Woolf, Virginia",TRUE
"Egan, Jennifer",6,To the Lighthouse,"Woolf, Virginia",TRUE
"Hamya, Jo",2,To the Lighthouse,"Woolf, Virginia",TRUE
"Day, Jon",8,To the Lighthouse,"Woolf, Virginia",TRUE
"Vasquez, Juan Gabriel",7,To the Lighthouse,"Woolf, Virginia",TRUE
"Myerson, Julie",1,To the Lighthouse,"Woolf, Virginia",TRUE
"Goddard, Kieran",4,To the Lighthouse,"Woolf, Virginia",TRUE
"Feigel, Lara",5,To the Lighthouse,"Woolf, Virginia",TRUE
"King, Lily",1,To the Lighthouse,"Woolf, Virginia",TRUE
"Allardice, Lisa",2,To the Lighthouse,"Woolf, Virginia",TRUE
"Emre, Merve",7,To the Lighthouse,"Woolf, Virginia",TRUE
"Walter, Natasha",6,To the Lighthouse,"Woolf, Virginia",TRUE
"Sams, Saba",5,To the Lighthouse,"Woolf, Virginia",TRUE
"Bari, Shahidha",8,To the Lighthouse,"Woolf, Virginia",TRUE
"Gleeson, Sinéad",2,To the Lighthouse,"Woolf, Virginia",TRUE
"Hustvedt, Siri",2,To the Lighthouse,"Woolf, Virginia",TRUE
"Li, Yiyun",5,To the Lighthouse,"Woolf, Virginia",TRUE
"Silcox, Beejay",1,Praiseworthy,"Wright, Alexis",FALSE
"Cain, Sian",7,Praiseworthy,"Wright, Alexis",FALSE
"Diop, David",1,Black Boy,"Wright, Richard",FALSE
"Liu, Rebecca",8,Golden Age,"Xiaobo, Wang",FALSE
"Lanchester, John",8,"The Story of the Stone, or the Dream of the Red Chamber","Xueqin, Cao",FALSE
"Knapp, Florence",2,A Little Life,"Yanagihara, Hanya",FALSE
"Edwards, Jack",5,A Little Life,"Yanagihara, Hanya",FALSE
"Donkor, Michael",9,Revolutionary Road,"Yates, Richard",FALSE
"Calder, Jem",5,The Easter Parade,"Yates, Richard",FALSE
"Diop, David",3,Memoirs of Hadrian,"Yourcenar, Marguerite",FALSE
"Knight, Lucy",7,"Tomorrow, and Tomorrow, and Tomorrow","Zevin, Gabrielle",FALSE
"Elkin, Lauren",7,Germinal,"Zola, Émile",FALSE
"Sandhu, Sukhdev",4,Germinal,"Zola, Émile",FALSE
"King, Stephen",9,Nana,"Zola, Émile",FALSE
